ID ORDEN,FECHA DE ORDEN,FECHA DE DESPACHO,PRIORIDAD,ID CLIENTE,CLIENTE,SEGMENTO DE CLIENTE,CATEGORIA DE PRODUCTO,SUBCATEGORIA DE PRODUCTO,PRODUCTO,CIUDAD,PRECIO UNITARIO,CANTIDAD DE PEDIDO,DESCUENTO x unidad,COSTO DE ENVIO
90099,17/01/2015,"lunes, 19 de Enero de 2015",Medium,1873,Lisa Kim,Corporate,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Florida,90.48,1,0.03,19.99
90099,17/01/2015,"sábado, 17 de Enero de 2015",Medium,1873,Lisa Kim,Corporate,Office Supplies,Paper,Xerox 1991,Florida,22.84,7,0.06,8.18
90103,27/04/2015,"martes, 28 de Abril de 2015",Not Specified,3320,Alicia Maynard,Small Business,Office Supplies,Pens & Art Supplies,Newell 342,Tennessee,3.28,18,0.08,3.97
90103,27/04/2015,"miércoles, 29 de Abril de 2015",Not Specified,3320,Alicia Maynard,Small Business,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Tennessee,40.97,22,0.09,8.99
90104,21/05/2015,"jueves, 21 de Mayo de 2015",Low,3319,Marlene Davidson,Small Business,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Tennessee,20.98,20,0.03,1.49
90109,05/05/2015,"martes, 05 de Mayo de 2015",Low,2273,Debra Block,Corporate,Technology,Telephones and Communication,Accessory36,Texas,55.99,4,0.02,5
90109,05/05/2015,"martes, 05 de Mayo de 2015",Low,2273,Debra Block,Corporate,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",Texas,120.98,17,0.04,3.99
90109,05/05/2015,"sábado, 09 de Mayo de 2015",Low,2274,Marlene Harrison,Corporate,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Texas,23.99,12,0.05,15.68
90110,16/03/2015,"miércoles, 18 de Marzo de 2015",High,2272,Brett Ingram,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme Galleria® Hot Forged Steel Scissors with Colored Handles,Texas,15.73,5,0.08,7.42
90114,01/03/2015,"lunes, 02 de Marzo de 2015",Critical,1279,Josephine Rao,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Indiana,40.98,2,0.07,7.47
90115,05/03/2015,"jueves, 05 de Marzo de 2015",Not Specified,1279,Josephine Rao,Corporate,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Indiana,442.14,5,0,14.7
90120,22/01/2015,"sábado, 24 de Enero de 2015",Critical,1438,Jean Weiss Diaz,Corporate,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Ohio,80.98,3,0.01,35
90121,28/04/2015,"miércoles, 29 de Abril de 2015",Critical,1439,Kyle Kaufman,Corporate,Office Supplies,Paper,Xerox 1894,Ohio,6.48,3,0.05,6.22
90145,04/02/2015,"jueves, 05 de Febrero de 2015",Medium,2286,Larry Langston,Corporate,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",South Carolina,7.28,6,0.01,11.15
90145,04/02/2015,"viernes, 06 de Febrero de 2015",Medium,2286,Larry Langston,Corporate,Office Supplies,Labels,Avery 493,South Carolina,4.91,12,0,0.5
90145,04/02/2015,"sábado, 07 de Febrero de 2015",Medium,2286,Larry Langston,Corporate,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),South Carolina,6.68,3,0.1,6.93
90146,25/03/2015,"miércoles, 25 de Marzo de 2015",Not Specified,2287,Samuel Newman,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,South Carolina,18.97,8,0.01,9.03
90146,25/03/2015,"viernes, 27 de Marzo de 2015",Not Specified,2287,Samuel Newman,Corporate,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,South Carolina,34.99,12,0.05,7.73
90146,25/03/2015,"jueves, 26 de Marzo de 2015",Not Specified,2287,Samuel Newman,Corporate,Office Supplies,Paper,Xerox 1933,South Carolina,12.28,6,0.03,4.86
90147,19/02/2015,"martes, 24 de Febrero de 2015",Low,2287,Samuel Newman,Corporate,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File®,South Carolina,54.1,9,0.1,19.99
90148,13/03/2015,"domingo, 15 de Marzo de 2015",Medium,2285,Arnold Floyd Blair,Corporate,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,South Carolina,17.7,21,0.02,9.47
90154,11/05/2015,"martes, 12 de Mayo de 2015",Not Specified,3388,Aaron Shaffer,Corporate,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,California,95.99,9,0.03,35
90160,14/06/2015,"domingo, 14 de Junio de 2015",Not Specified,3120,Daniel Christian,Home Office,Office Supplies,Binders and Binder Accessories,GBC ProClick™ 150 Presentation Binding System,Louisiana,315.98,9,0.08,19.99
90166,10/01/2015,"lunes, 12 de Enero de 2015",Critical,896,Jennifer Siegel,Corporate,Furniture,Office Furnishings,Document Clip Frames,Texas,8.34,6,0.01,0.96
90166,10/01/2015,"domingo, 11 de Enero de 2015",Critical,896,Jennifer Siegel,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Texas,3.28,5,0.06,3.97
90167,20/06/2015,"lunes, 22 de Junio de 2015",Critical,896,Jennifer Siegel,Corporate,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Texas,47.98,11,0.06,3.61
90178,27/02/2015,"martes, 03 de Marzo de 2015",Low,1754,Nelson Hong,Consumer,Technology,Telephones and Communication,600 Series Flip,California,95.99,8,0.09,8.99
90178,27/02/2015,"viernes, 27 de Febrero de 2015",Low,1754,Nelson Hong,Consumer,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",California,15.99,5,0.1,9.4
90178,27/02/2015,"sábado, 28 de Febrero de 2015",Low,1754,Nelson Hong,Consumer,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,California,8.5,14,0.04,1.99
90185,31/01/2015,"domingo, 01 de Febrero de 2015",Not Specified,911,Marsha P Joyner,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,West Virginia,218.75,10,0.04,69.64
90185,31/01/2015,"lunes, 02 de Febrero de 2015",Not Specified,911,Marsha P Joyner,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",West Virginia,7.64,2,0.05,5.83
90186,04/04/2015,"lunes, 06 de Abril de 2015",High,911,Marsha P Joyner,Corporate,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",West Virginia,59.76,8,0.01,9.71
90187,14/05/2015,"jueves, 14 de Mayo de 2015",Critical,910,Carla Hauser,Corporate,Office Supplies,Paper,Xerox 1954,Arkansas,5.28,15,0,5.61
90189,23/01/2015,"sábado, 24 de Enero de 2015",Not Specified,1692,Rhonda Schroeder,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Kansas,6.84,5,0,8.37
90189,23/01/2015,"domingo, 25 de Enero de 2015",Not Specified,1693,Melinda Thornton,Consumer,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Virginia,30.98,11,0.07,5.76
90190,11/05/2015,"lunes, 11 de Mayo de 2015",Low,1693,Melinda Thornton,Consumer,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Virginia,15.67,11,0.01,1.39
90192,15/02/2015,"martes, 17 de Febrero de 2015",Critical,11,Marcus Dunlap,Home Office,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",New Jersey,9.48,22,0.06,7.29
90193,13/06/2015,"lunes, 15 de Junio de 2015",Not Specified,5,Ronnie Proctor,Home Office,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,California,500.98,12,0.02,26
90201,27/04/2015,"lunes, 27 de Abril de 2015",Low,983,Sue Drake,Corporate,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Arkansas,300.97,10,0.09,7.18
90218,26/05/2015,"jueves, 28 de Mayo de 2015",Critical,2928,Leslie Woodard,Consumer,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD ™ Binder With Locking Rings,South Carolina,5.58,42,0.02,2.99
90218,26/05/2015,"miércoles, 27 de Mayo de 2015",Critical,2928,Leslie Woodard,Consumer,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File®,South Carolina,54.1,36,0.02,19.99
90236,05/02/2015,"viernes, 06 de Febrero de 2015",Critical,234,Don Cameron,Small Business,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Iowa,279.81,6,0.06,23.19
90237,20/02/2015,"sábado, 21 de Febrero de 2015",Medium,233,Michele Bullard,Small Business,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Illinois,9.65,12,0.04,6.22
90237,20/02/2015,"domingo, 22 de Febrero de 2015",Medium,233,Michele Bullard,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Illinois,5.81,10,0.07,8.49
90238,27/03/2015,"domingo, 29 de Marzo de 2015",High,234,Don Cameron,Small Business,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Iowa,28.53,7,0.03,1.49
90238,27/03/2015,"domingo, 29 de Marzo de 2015",High,234,Don Cameron,Small Business,Technology,Computer Peripherals,"Memorex 4.7GB DVD+R, 3/Pack",Iowa,15.28,2,0.01,1.99
90239,28/04/2015,"jueves, 30 de Abril de 2015",Low,234,Don Cameron,Small Business,Office Supplies,Pens & Art Supplies,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Iowa,3.34,8,0.06,7.49
90244,21/05/2015,"lunes, 25 de Mayo de 2015",Low,820,Catherine Mullins,Small Business,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Washington,5.84,1,0.09,0.83
90248,06/04/2015,"martes, 07 de Abril de 2015",High,1620,Gerald Petty,Consumer,Technology,Telephones and Communication,600 Series Non-Flip,Pennsylvania,45.99,4,0.02,4.99
90248,06/04/2015,"lunes, 06 de Abril de 2015",High,1618,June Roberts,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Indiana,12.88,13,0.09,4.59
90258,11/02/2015,"viernes, 13 de Febrero de 2015",Not Specified,757,Neil Hogan,Home Office,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Oregon,37.94,1,0.03,5.08
90264,02/04/2015,"sábado, 04 de Abril de 2015",Medium,2957,Francis I Davis,Corporate,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wisconsin,37.94,4,0.1,5.08
90265,23/03/2015,"sábado, 28 de Marzo de 2015",Low,2958,Ellen Sparks,Corporate,Technology,Telephones and Communication,Accessory21,Wisconsin,20.99,18,0.06,0.99
90270,24/01/2015,"sábado, 24 de Enero de 2015",High,830,Douglas Sutton,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Colorado,14.42,6,0.01,6.75
90271,22/02/2015,"martes, 24 de Febrero de 2015",Not Specified,829,Monica Law Thompson,Corporate,Office Supplies,Paper,Array® Memo Cubes,Arkansas,5.18,5,0.01,2.04
90291,27/05/2015,"viernes, 29 de Mayo de 2015",Not Specified,370,Sam Oh,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Maine,20.99,15,0.02,4.81
90291,27/05/2015,"viernes, 29 de Mayo de 2015",Not Specified,371,Roberta Mullins Peters,Corporate,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Massachusetts,5.4,9,0.05,7.78
90292,11/04/2015,"lunes, 13 de Abril de 2015",Low,369,Troy Moon,Corporate,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",California,19.23,21,0.09,6.15
90296,25/06/2015,"viernes, 26 de Junio de 2015",Not Specified,3261,Steven Long,Consumer,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Michigan,105.34,10,0.07,24.49
90301,01/03/2015,"martes, 03 de Marzo de 2015",Low,2437,Judith Shepherd,Home Office,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Wisconsin,90.97,3,0.09,14
90303,22/06/2015,"miércoles, 24 de Junio de 2015",Critical,1511,Joseph Dawson,Corporate,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Indiana,20.98,14,0.09,1.49
90309,05/03/2015,"sábado, 07 de Marzo de 2015",Low,2944,Elsie Lane,Corporate,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Michigan,4.55,13,0.04,1.49
90314,23/06/2015,"martes, 30 de Junio de 2015",Low,2216,Clara Kaplan,Corporate,Technology,Computer Peripherals,Hayes Optima 56K V.90 Internal Voice Modem,Ohio,256.99,3,0.02,11.25
90314,23/06/2015,"martes, 23 de Junio de 2015",Low,2215,Christopher High,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Ohio,3.28,4,0.07,3.97
90314,23/06/2015,"jueves, 25 de Junio de 2015",Low,2216,Clara Kaplan,Corporate,Office Supplies,Paper,Xerox 23,Ohio,6.48,10,0.01,5.14
90322,23/05/2015,"lunes, 25 de Mayo de 2015",Not Specified,2450,Tonya Miller,Home Office,Office Supplies,Pens & Art Supplies,Newell 31,Wisconsin,4.13,1,0.08,1.17
90327,25/04/2015,"sábado, 25 de Abril de 2015",Critical,2570,Yvonne Stephens,Consumer,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",California,12.58,18,0.02,5.16
90327,25/04/2015,"domingo, 26 de Abril de 2015",Critical,2570,Yvonne Stephens,Consumer,Furniture,Office Furnishings,Deflect-O® Glasstique™ Clear Desk Accessories,California,7.7,7,0.1,3.68
90327,25/04/2015,"lunes, 27 de Abril de 2015",Critical,2570,Yvonne Stephens,Consumer,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",California,4.37,19,0,5.15
90327,25/04/2015,"domingo, 26 de Abril de 2015",Critical,2570,Yvonne Stephens,Consumer,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,California,500.98,14,0.01,56
90333,25/01/2015,"miércoles, 28 de Enero de 2015",Not Specified,1997,Harriet Bowman,Consumer,Technology,Telephones and Communication,T5170i,South Carolina,125.99,4,0.1,8.99
90334,07/05/2015,"viernes, 08 de Mayo de 2015",Medium,1997,Harriet Bowman,Consumer,Technology,Computer Peripherals,Maxell DVD-RAM Discs,South Carolina,16.48,7,0.01,1.99
90335,02/06/2015,"martes, 02 de Junio de 2015",Low,1997,Harriet Bowman,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,South Carolina,24.92,1,0,12.98
90337,03/01/2015,"martes, 06 de Enero de 2015",Critical,388,Roger Schwartz,Corporate,Technology,Telephones and Communication,T18,Nebraska,110.99,2,0.01,2.5
90337,03/01/2015,"lunes, 05 de Enero de 2015",Critical,388,Roger Schwartz,Corporate,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Nebraska,5.28,4,0.03,5.66
90338,06/02/2015,"martes, 10 de Febrero de 2015",Low,389,Joel Buckley,Corporate,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Nebraska,160.98,11,0.03,30
90339,12/06/2015,"domingo, 14 de Junio de 2015",High,387,Angela Howe,Corporate,Office Supplies,Binders and Binder Accessories,GBC Instant Index™ System for Binding Systems,Nebraska,8.88,15,0.1,6.28
90353,27/01/2015,"miércoles, 28 de Enero de 2015",Critical,483,Edgar McKenzie,Corporate,Office Supplies,Appliances,Staples 6 Outlet Surge,Illinois,11.97,6,0.03,4.98
90354,23/04/2015,"sábado, 25 de Abril de 2015",Not Specified,483,Edgar McKenzie,Corporate,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Illinois,699.99,9,0.07,24.49
90354,23/04/2015,"viernes, 24 de Abril de 2015",Not Specified,483,Edgar McKenzie,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Illinois,3.36,2,0.06,6.27
90359,15/03/2015,"lunes, 16 de Marzo de 2015",Medium,727,Lindsay Link,Consumer,Technology,Computer Peripherals,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Maine,17.98,4,0.1,4
90359,15/03/2015,"lunes, 16 de Marzo de 2015",Medium,724,Beverly Cooke Brooks,Consumer,Technology,Telephones and Communication,SC7868i,Connecticut,125.99,1,0.09,8.99
90360,07/06/2015,"domingo, 14 de Junio de 2015",Low,737,Danny Vaughn,Consumer,Office Supplies,Paper,Xerox 1937,New Jersey,48.04,12,0.02,5.79
90361,15/06/2015,"miércoles, 17 de Junio de 2015",Not Specified,741,Stacey Hale,Consumer,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,New Jersey,27.48,15,0.04,4
90361,15/06/2015,"martes, 16 de Junio de 2015",Not Specified,738,Peggy Rowe,Consumer,Furniture,Bookcases,"Hon Metal Bookcases, Putty",New Jersey,70.98,4,0.02,46.74
90361,15/06/2015,"miércoles, 17 de Junio de 2015",Not Specified,736,Meredith Walters,Consumer,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,New Hampshire,350.98,6,0.06,30
90362,26/04/2015,"lunes, 27 de Abril de 2015",High,731,June Herbert,Consumer,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Massachusetts,101.41,12,0.09,35
90378,16/02/2015,"miércoles, 18 de Febrero de 2015",Medium,1229,Patrick Byrne,Small Business,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Texas,4.98,10,0.01,4.62
90385,16/03/2015,"lunes, 16 de Marzo de 2015",Low,2157,Tom Hoyle Honeycutt,Home Office,Furniture,Office Furnishings,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Michigan,55.5,4,0.05,52.2
90385,16/03/2015,"miércoles, 25 de Marzo de 2015",Low,2157,Tom Hoyle Honeycutt,Home Office,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Michigan,442.14,14,0.05,14.7
90386,03/05/2015,"lunes, 04 de Mayo de 2015",High,2157,Tom Hoyle Honeycutt,Home Office,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Michigan,30.93,19,0.07,3.92
90386,03/05/2015,"martes, 05 de Mayo de 2015",High,2157,Tom Hoyle Honeycutt,Home Office,Furniture,Tables,Hon 94000 Series Round Tables,Michigan,296.18,6,0.07,54.12
90386,03/05/2015,"lunes, 04 de Mayo de 2015",High,2157,Tom Hoyle Honeycutt,Home Office,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Michigan,297.48,14,0.05,18.06
90387,20/05/2015,"viernes, 22 de Mayo de 2015",Medium,2162,Brenda Jain,Corporate,Technology,Telephones and Communication,Accessory36,Pennsylvania,55.99,33,0.06,5
90387,20/05/2015,"viernes, 22 de Mayo de 2015",Medium,2162,Brenda Jain,Corporate,Furniture,Tables,Hon Non-Folding Utility Tables,Pennsylvania,159.31,41,0.09,60
90387,20/05/2015,"jueves, 21 de Mayo de 2015",Medium,2159,Wesley Field,Corporate,Office Supplies,Paper,Xerox 1979,Michigan,30.98,25,0.08,8.74
90404,05/01/2015,"martes, 06 de Enero de 2015",Not Specified,2151,Melinda Rogers,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Iowa,243.98,1,0.08,43.32
90405,09/02/2015,"miércoles, 11 de Febrero de 2015",High,2151,Melinda Rogers,Corporate,Office Supplies,Binders and Binder Accessories,Binder Posts,Iowa,5.74,1,0.08,5.01
90408,13/01/2015,"jueves, 15 de Enero de 2015",Low,2369,Mike G Hartman,Consumer,Office Supplies,Paper,Xerox 1903,Florida,5.98,13,0.07,5.79
90414,06/01/2015,"jueves, 08 de Enero de 2015",Not Specified,1950,Leslie Shannon,Small Business,Office Supplies,Paper,Xerox 1986,Montana,6.68,7,0.01,4.91
90415,01/02/2015,"jueves, 05 de Febrero de 2015",Low,1949,Dana Waller,Small Business,Furniture,Tables,Bush Advantage Collection® Racetrack Conference Table,Montana,424.21,12,0.05,110.2
90430,03/01/2015,"lunes, 05 de Enero de 2015",Not Specified,193,Danny Hong,Corporate,Technology,Office Machines,Panasonic KX-P2130 Dot Matrix Printer,Utah,213.45,1,0,14.7
90431,10/01/2015,"domingo, 11 de Enero de 2015",Not Specified,194,Tammy Goldman,Corporate,Office Supplies,Paper,Xerox 1996,Utah,6.48,4,0.02,9.17
90432,30/03/2015,"miércoles, 01 de Abril de 2015",Medium,194,Tammy Goldman,Corporate,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go,Utah,3.29,23,0.09,1.35
90432,30/03/2015,"miércoles, 01 de Abril de 2015",Medium,193,Danny Hong,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Utah,6.54,21,0.07,5.27
90437,04/06/2015,"viernes, 05 de Junio de 2015",High,754,Helen Lyons,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Arizona,218.75,4,0.06,69.64
90438,11/03/2015,"miércoles, 11 de Marzo de 2015",Critical,753,Elisabeth Massey,Corporate,Office Supplies,Labels,Avery 479,Arizona,2.61,1,0.06,0.5
90438,11/03/2015,"viernes, 13 de Marzo de 2015",Critical,753,Elisabeth Massey,Corporate,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Arizona,6.35,22,0.01,1.02
90439,12/04/2015,"domingo, 19 de Abril de 2015",Low,754,Helen Lyons,Consumer,Technology,Office Machines,Epson C82 Color Inkjet Printer,Arizona,119.99,2,0.06,14
90449,25/06/2015,"jueves, 25 de Junio de 2015",Not Specified,447,Valerie Moon,Corporate,Technology,Telephones and Communication,T2160i,Minnesota,200.99,11,0.05,4.2
90449,25/06/2015,"domingo, 28 de Junio de 2015",Not Specified,447,Valerie Moon,Corporate,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Minnesota,130.98,1,0.04,30
90460,24/03/2015,"jueves, 26 de Marzo de 2015",Critical,3309,Edwin Chung,Small Business,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Massachusetts,6.64,4,0.1,54.95
90460,24/03/2015,"miércoles, 25 de Marzo de 2015",Critical,3310,Tiffany Grossman Hardin,Small Business,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Massachusetts,90.48,4,0.05,19.99
90461,01/04/2015,"viernes, 03 de Abril de 2015",Medium,3306,Claire Warren,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Connecticut,11.33,1,0.06,6.12
90462,26/01/2015,"viernes, 30 de Enero de 2015",Low,3314,Billy Hale,Small Business,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",New Jersey,122.99,4,0.05,70.2
90462,26/01/2015,"lunes, 02 de Febrero de 2015",Low,3307,Edwin Blackburn,Small Business,Office Supplies,Storage & Organization,Rogers® Profile Extra Capacity Storage Tub,Massachusetts,16.74,5,0.07,7.04
90462,26/01/2015,"sábado, 31 de Enero de 2015",Low,3311,Jackie Flynn,Small Business,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Massachusetts,6.45,9,0.06,1.34
90469,21/04/2015,"miércoles, 22 de Abril de 2015",Medium,627,Scott McKenna,Corporate,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Ohio,419.19,22,0.02,19.99
90473,17/01/2015,"martes, 20 de Enero de 2015",Medium,1702,Sandra Berry,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Mississippi,14.81,3,0.05,13.32
90473,17/01/2015,"lunes, 19 de Enero de 2015",Medium,1702,Sandra Berry,Home Office,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Mississippi,4.2,3,0.05,2.26
90479,20/04/2015,"martes, 21 de Abril de 2015",Medium,241,Amy Ellis Holder,Small Business,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Colorado,259.71,11,0.06,66.67
90479,20/04/2015,"lunes, 20 de Abril de 2015",Medium,240,Gilbert Scarborough,Small Business,Office Supplies,Paper,Xerox Blank Computer Paper,Colorado,19.98,3,0.1,5.77
90480,26/05/2015,"martes, 26 de Mayo de 2015",Low,241,Amy Ellis Holder,Small Business,Technology,Telephones and Communication,T270c,Colorado,125.99,8,0.02,3
90480,26/05/2015,"martes, 02 de Junio de 2015",Low,241,Amy Ellis Holder,Small Business,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,Colorado,5.94,13,0.01,9.92
90488,18/02/2015,"viernes, 20 de Febrero de 2015",Critical,3255,Maureen Whitley,Home Office,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Florida,47.98,2,0.06,3.61
90491,27/03/2015,"miércoles, 01 de Abril de 2015",Low,920,Jessie Kelly,Corporate,Technology,Computer Peripherals,Logitech Access Keyboard,California,15.98,9,0.1,4
90492,12/04/2015,"domingo, 12 de Abril de 2015",High,919,Tracy Livingston,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Elite Stainless Steel Scissors,California,8.34,6,0.1,2.64
90492,12/04/2015,"martes, 14 de Abril de 2015",High,920,Jessie Kelly,Consumer,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",California,8.04,9,0.03,8.94
90492,12/04/2015,"martes, 14 de Abril de 2015",High,918,Kerry Jernigan,Consumer,Office Supplies,Storage & Organization,Steel Personal Filing/Posting Tote,California,35.51,2,0.05,6.31
90493,20/05/2015,"jueves, 21 de Mayo de 2015",Critical,918,Kerry Jernigan,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,California,58.14,39,0.09,36.61
90500,12/02/2015,"viernes, 13 de Febrero de 2015",Medium,3369,Stacy Byrne,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Ohio,7.1,4,0.06,6.05
90501,24/05/2015,"viernes, 29 de Mayo de 2015",Low,3366,Dana Boyle,Home Office,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Ohio,80.97,11,0.1,33.6
90501,24/05/2015,"jueves, 28 de Mayo de 2015",Low,3366,Dana Boyle,Home Office,Office Supplies,Paper,Xerox 231,Ohio,6.48,8,0.02,5.11
90502,02/05/2015,"lunes, 04 de Mayo de 2015",Critical,3367,Renee McKenzie,Home Office,Office Supplies,Labels,Avery 506,Ohio,4.13,18,0.1,0.5
90502,02/05/2015,"domingo, 03 de Mayo de 2015",Critical,3367,Renee McKenzie,Home Office,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Ohio,30.97,26,0.08,4
90513,07/01/2015,"sábado, 10 de Enero de 2015",Medium,1367,James Hunter,Consumer,Technology,Computer Peripherals,Keytronic French Keyboard,Texas,73.98,1,0.03,14.52
